nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,south66,black,smsa,south,smsa66,wage,enroll,kww,iq,married,libcrd14,exper,region
1,1,13,24,7,8,357519,1,0,0,0,0,1,0,1,450,0,32,106,1,0,5,2
1,1,3,26,4,0,422407,1,0,0,0,0,1,0,1,313,0,6,NA,1,0,17,2
1,1,7,33,6,5,177101,1,0,0,0,1,1,0,1,250,0,NA,NA,1,0,20,2
1,1,14,33,12,12,367470,1,0,0,0,0,1,0,1,500,0,26,79,1,0,13,2
0,0,12,26,11,12,422310,1,0,0,0,0,1,0,0,365,0,28,98,6,1,8,2
0,0,12,26,10,12,364232,1,0,0,0,0,1,0,0,813,0,28,105,1,1,8,2
0,0,12,25,10,12,354077,1,0,0,0,0,0,0,0,326,0,33,NA,4,1,7,2
0,0,12,29,NA,10,428238,0,1,0,0,0,0,0,0,524,0,29,105,1,0,11,2
0,0,13,28,9,12,327808,1,0,0,0,0,1,0,0,815,0,44,118,1,1,9,2
0,0,12,28,11,12,327808,0,0,1,0,0,1,0,1,750,0,35,100,1,1,10,2
0,0,17,24,9,10,318670,1,0,0,0,0,1,0,1,525,0,36,NA,1,1,1,2
0,0,12,32,8,12,316862,1,0,0,0,0,1,0,1,1125,0,38,90,1,1,14,2
0,0,12,28,8,9,327808,1,0,0,0,0,1,0,1,625,0,34,95,6,1,10,2
0,0,14,25,12,12,354077,1,0,0,0,0,1,0,1,715,0,24,112,1,1,5,2
0,0,12,31,8,12,428238,1,0,0,0,0,0,0,0,591,0,32,96,1,1,13,2
0,0,17,27,12,12,321899,1,0,0,0,0,1,0,1,404,1,37,127,6,1,4,2
0,1,12,28,10,12,422310,1,0,0,0,0,1,0,1,675,0,39,120,1,1,10,1
0,1,12,25,10,12,410536,1,0,0,0,0,1,0,1,444,0,41,123,6,1,7,1
0,1,12,24,10,12,410536,1,0,0,0,0,1,0,1,488,0,34,NA,1,1,6,1
0,1,9,34,10,6,408207,1,0,0,0,0,1,0,1,695,0,42,NA,1,1,19,1
0,1,12,25,10,12,410536,1,0,0,0,0,1,1,1,700,1,25,98,1,0,7,1
0,1,12,24,7,10,410536,1,0,0,0,0,1,1,1,325,0,24,NA,1,0,6,1
0,1,9,25,12,11,410536,1,0,0,0,0,1,0,1,556,0,30,NA,1,1,10,1
1,1,12,26,8,12,380166,1,0,0,0,0,1,0,1,325,0,25,114,6,1,8,2
1,1,13,26,15,16,380166,1,0,0,0,0,1,0,1,668,0,32,103,1,1,7,2
1,1,18,31,18,16,496635,1,0,0,0,0,1,0,0,2404,0,40,121,1,1,7,2
1,1,16,25,12,14,410630,1,0,0,0,0,1,0,1,758,1,38,117,6,0,3,2
1,1,16,34,12,12,367470,1,0,0,0,0,1,0,1,986,0,44,90,1,1,12,2
1,1,12,25,12,12,410630,1,0,0,0,0,1,0,1,577,0,32,125,1,1,7,2
1,1,17,29,12,12,496635,1,0,0,0,0,0,0,1,286,0,39,104,1,1,6,2
1,1,14,28,18,16,380166,1,0,0,0,0,1,1,1,231,0,40,106,6,1,8,2
1,1,12,25,7,10,369567,1,0,0,0,0,1,0,1,513,0,33,NA,1,1,7,2
1,1,15,28,9,10,380166,1,0,0,0,0,1,0,1,615,0,36,122,4,1,7,2
1,1,15,25,9,10,369567,1,0,0,0,0,1,0,1,700,0,43,120,1,1,4,2
1,1,18,33,12,7,408301,1,0,0,0,0,1,0,1,714,0,41,112,1,1,9,2
1,1,9,30,8,8,121400,1,0,0,0,0,1,0,1,701,0,31,NA,1,0,15,2
1,1,12,24,7,9,102031,1,0,0,0,1,1,0,1,462,0,29,NA,1,1,6,2
1,1,18,28,8,9,380166,1,0,0,0,0,1,0,1,868,0,34,109,6,1,4,2
1,1,16,29,9,10,496635,1,0,0,0,0,0,0,1,917,0,46,128,6,1,7,2
1,1,12,27,12,12,380166,1,0,0,0,0,1,0,1,1065,0,35,97,1,1,9,2
0,1,12,29,12,12,496635,1,0,0,0,0,1,1,1,400,0,35,96,4,1,11,1
0,1,12,27,12,12,367772,1,0,0,0,0,1,0,1,640,0,41,103,1,1,9,1
0,1,13,24,8,8,357519,1,0,0,0,0,1,0,1,285,0,16,NA,6,0,5,1
0,1,17,27,12,12,367772,1,0,0,0,0,1,1,1,641,1,38,127,6,1,4,1
1,1,13,32,NA,4,367470,1,0,0,0,0,1,0,1,389,0,21,NA,1,0,13,2
1,1,12,25,12,10,369567,1,0,0,0,0,1,0,1,1010,0,29,NA,1,1,7,2
1,1,12,24,8,12,90339,1,0,0,0,0,0,0,1,817,0,44,97,1,1,6,2
1,1,17,27,10,9,92929,1,0,0,0,0,1,0,1,975,0,43,120,1,1,4,2
1,1,12,29,6,7,158413,1,0,0,0,1,1,0,1,750,0,21,78,4,1,11,2
1,1,15,24,7,8,90339,1,0,0,0,0,0,0,1,463,0,46,118,1,1,3,2
1,1,12,28,12,NA,380166,1,0,0,0,0,1,0,1,1387,0,NA,NA,1,1,10,2
1,1,12,25,12,NA,369567,1,0,0,0,0,1,0,1,577,0,41,NA,6,1,7,2
1,1,12,27,11,9,380166,1,0,0,0,0,1,0,1,401,0,27,89,6,1,9,2
1,1,10,26,11,9,380166,1,0,0,0,0,1,0,1,320,0,24,NA,1,1,10,2
1,1,12,27,14,12,422407,1,0,0,0,0,1,0,1,514,0,36,NA,1,1,9,2
1,1,11,25,14,12,410630,1,0,0,0,0,1,0,1,208,0,NA,NA,6,1,8,2
1,1,17,27,8,6,380166,1,0,0,0,0,1,0,1,1192,1,50,122,1,1,4,2
1,1,14,26,7,6,380166,1,0,0,0,0,1,0,1,625,0,33,98,6,0,6,2
1,1,17,34,7,7,367470,1,0,0,0,0,1,0,1,481,0,44,NA,1,0,11,2
1,1,13,27,12,12,380166,1,0,0,0,0,1,0,1,714,1,18,101,1,1,8,2
1,1,11,27,1,4,380166,1,0,0,0,0,1,0,1,625,0,30,NA,1,1,10,2
1,1,12,30,NA,7,496635,1,0,0,0,0,1,0,1,553,0,39,112,1,1,12,2
1,1,12,34,5,2,367470,1,0,0,0,0,1,0,1,579,0,32,88,1,1,16,2
1,1,18,28,12,16,380166,1,0,0,0,0,1,0,1,841,0,52,NA,6,0,4,2
1,1,18,33,12,12,367470,1,0,0,0,0,1,0,1,1923,0,48,136,1,1,9,2
1,1,16,26,13,10,380166,1,0,0,0,0,1,0,1,806,0,50,124,1,1,4,2
1,1,12,29,NA,6,158413,0,1,0,0,1,1,0,1,344,0,31,96,1,0,11,2
1,1,12,32,11,14,367470,1,0,0,0,0,1,0,1,962,0,39,97,1,1,14,2
1,1,12,32,10,10,367470,1,0,0,0,0,0,0,1,600,0,40,NA,1,1,14,2
1,1,18,34,12,10,408301,1,0,0,0,0,1,0,1,837,0,49,107,1,1,10,2
1,1,16,24,NA,NA,410630,0,0,0,0,0,1,0,1,625,0,41,NA,6,1,2,2
1,1,16,28,NA,NA,422407,1,0,0,0,0,1,0,1,563,0,41,111,1,1,6,2
1,1,16,28,10,10,380166,1,0,0,0,0,1,0,1,1410,0,43,102,1,1,6,2
1,1,12,25,NA,12,90339,1,0,0,0,0,1,0,1,480,0,30,115,1,1,7,2
1,1,12,24,7,8,90339,1,0,0,0,0,1,0,1,600,1,32,94,6,1,6,2
1,1,9,28,NA,0,92929,0,1,0,0,0,1,0,1,300,0,30,NA,1,0,13,2
1,1,9,25,NA,0,90339,0,1,0,0,0,1,0,1,505,0,20,NA,1,0,10,2
1,1,14,25,7,12,102031,1,0,0,0,1,1,0,1,417,0,31,92,6,1,5,2
1,1,12,24,7,12,102031,1,0,0,0,1,1,0,1,300,0,27,NA,1,1,6,2
1,1,18,27,14,14,380166,1,0,0,0,0,1,0,1,865,0,37,NA,6,1,3,2
1,1,16,25,16,13,369567,1,0,0,0,0,1,0,1,300,0,33,116,6,1,3,2
1,1,12,32,9,6,367470,1,0,0,0,0,1,0,1,721,0,41,101,1,1,14,2
1,1,12,34,8,NA,367470,1,0,0,0,0,1,0,1,856,0,32,99,1,1,16,2
1,1,10,30,10,7,496635,1,0,0,0,0,1,0,1,738,0,42,106,1,1,14,2
1,1,17,31,15,12,648053,0,0,0,0,1,1,0,1,1058,0,40,NA,1,1,8,2
1,1,12,32,6,8,681157,1,0,0,0,1,1,0,1,529,0,25,NA,6,0,14,2
1,1,11,34,6,NA,367470,0,0,1,0,0,1,0,1,572,0,30,122,1,1,17,2
1,1,12,32,NA,9,367470,1,0,0,0,0,0,0,1,805,0,32,88,1,1,14,2
1,1,10,30,6,8,496635,1,0,0,0,0,1,0,1,400,0,28,59,6,1,14,2
1,1,18,29,12,16,496635,1,0,0,0,0,1,0,1,962,0,48,126,1,1,5,2
1,1,18,27,13,16,380166,1,0,0,0,0,1,0,1,817,0,40,126,6,1,3,2
1,1,13,28,14,12,380166,1,0,0,0,0,1,0,1,740,0,47,NA,1,1,9,2
1,1,18,30,12,12,496635,1,0,0,0,0,1,0,1,721,0,54,105,1,1,6,2
1,1,18,24,16,16,369567,1,0,0,0,0,1,0,1,913,0,29,123,6,1,0,2
1,1,17,27,8,12,380166,1,0,0,0,0,1,0,1,379,0,30,119,6,1,4,2
1,1,14,26,8,12,380166,0,0,0,0,0,1,0,1,350,0,35,108,6,1,6,2
1,1,11,33,8,8,367470,1,0,0,0,0,1,0,1,694,0,36,93,6,1,16,2
1,1,12,32,NA,12,367470,1,0,0,0,0,1,1,1,1014,0,38,82,4,1,14,2
1,1,18,34,16,16,613041,1,0,0,0,0,1,0,1,1136,0,49,123,1,1,10,2
1,1,18,30,16,16,648053,1,0,0,0,0,1,0,1,1709,0,45,134,1,1,6,2
1,1,12,26,12,8,109826,1,0,0,0,0,1,0,1,529,0,29,84,1,1,8,2
1,1,17,32,12,16,149854,1,0,0,0,1,1,0,1,673,0,38,101,6,1,9,2
1,1,17,28,16,13,380166,1,0,0,0,0,1,0,1,1010,1,45,125,4,1,5,2
1,1,18,28,17,12,380166,1,0,0,0,0,1,0,0,846,0,43,117,1,1,4,2
1,1,11,27,12,12,380166,1,0,0,0,0,1,0,1,710,0,36,98,1,1,10,2
1,1,16,26,12,13,380166,1,0,0,0,0,0,0,1,820,0,41,118,1,1,4,2
1,1,12,24,12,13,369567,1,0,0,0,0,1,0,1,447,0,NA,NA,6,1,6,2
1,1,15,25,9,10,369567,1,0,0,0,0,1,0,1,500,0,26,129,1,1,4,2
1,1,16,31,12,12,551817,1,0,0,0,0,1,0,1,1049,0,44,96,1,1,9,2
1,1,18,29,16,12,496635,1,0,0,0,0,1,0,1,1202,0,40,124,1,1,5,2
1,1,12,33,8,NA,367470,1,0,0,0,0,1,0,1,690,0,27,NA,1,1,15,2
1,1,16,28,8,10,380166,1,0,0,0,0,1,0,1,648,0,42,122,1,1,6,2
1,1,13,30,12,12,496635,1,0,0,0,0,1,0,1,875,0,37,85,1,1,11,2
1,1,17,25,12,12,369567,1,0,0,0,0,1,0,1,548,1,39,112,1,1,2,2
1,1,7,28,8,9,380166,1,0,0,0,0,1,0,1,600,0,30,NA,1,0,15,2
1,1,15,34,12,8,367470,1,0,0,0,0,1,0,1,2244,0,45,111,1,1,13,2
1,1,12,31,12,8,496635,1,0,0,0,0,1,0,1,1442,0,42,90,1,1,13,2
1,1,12,34,NA,NA,149854,0,0,0,0,1,1,0,1,320,0,38,NA,1,1,16,2
1,1,18,33,10,16,367470,1,0,0,0,0,1,0,1,1262,0,43,101,1,1,9,2
1,1,12,24,11,9,369567,0,0,1,0,0,1,0,1,600,0,18,100,1,1,6,2
1,1,11,26,NA,10,475436,1,0,0,0,1,1,0,1,300,0,25,95,6,0,9,2
1,1,16,24,12,12,369567,1,0,0,0,0,1,0,1,538,0,44,120,6,1,2,2
1,1,12,33,11,NA,408301,1,0,0,0,0,0,0,1,744,0,44,NA,1,1,15,2
1,1,12,33,NA,12,367470,0,1,0,0,0,1,0,1,846,1,36,101,1,1,15,2
1,1,16,29,12,12,480445,1,0,0,0,0,1,0,1,813,0,44,NA,1,1,7,2
1,1,12,28,NA,8,380166,1,0,0,0,0,1,0,1,1000,0,34,90,1,0,10,2
1,1,16,26,12,15,380166,1,0,0,0,0,1,0,1,561,0,34,122,1,1,4,2
1,1,18,26,18,18,380166,1,0,0,0,0,1,0,1,285,0,41,140,6,1,2,2
1,1,16,27,16,12,380166,1,0,0,0,0,1,0,1,437,0,37,106,1,1,5,2
1,1,13,25,12,12,369567,1,0,0,0,0,1,0,1,325,0,27,93,6,0,6,2
1,1,16,28,10,12,380166,1,0,0,0,0,1,0,1,580,0,30,119,1,1,6,2
1,1,16,26,12,12,104596,1,0,0,0,1,1,0,1,588,0,33,95,4,1,4,2
1,1,18,29,14,12,496635,1,0,0,0,0,1,0,1,801,0,44,115,1,1,5,2
1,1,14,25,8,10,369567,1,0,0,0,0,1,0,1,312,0,32,119,6,1,5,2
1,1,12,29,4,11,158413,0,0,1,0,1,1,0,1,250,0,19,67,6,0,11,2
1,1,15,27,4,11,104596,0,0,1,0,1,1,0,1,500,0,34,97,5,0,6,2
1,1,12,33,NA,12,149854,0,1,0,0,1,1,0,1,750,0,28,111,1,1,15,2
1,1,13,31,11,11,496635,1,0,0,0,0,1,1,1,343,1,41,101,1,1,12,2
1,1,15,28,11,11,380166,1,0,0,0,0,1,0,1,250,0,32,112,4,NA,7,2
1,1,16,24,12,10,369567,1,0,0,0,0,1,0,1,700,1,26,107,1,1,2,2
1,1,12,25,8,8,369567,1,0,0,0,0,1,0,1,400,0,22,93,6,0,7,2
1,1,17,27,14,12,380166,1,0,0,0,0,1,0,1,555,0,37,122,1,1,4,2
1,1,15,28,12,12,380166,1,0,0,0,0,1,0,1,699,0,38,106,1,1,7,2
1,1,14,24,12,12,369567,1,0,0,0,0,1,0,1,1923,0,31,NA,1,1,4,2
1,1,18,32,NA,10,367470,1,0,0,0,0,1,0,1,1216,0,49,127,6,1,8,2
1,1,16,29,12,12,496635,1,0,0,0,0,1,0,1,615,0,35,113,1,1,7,2
1,1,14,25,12,12,369567,1,0,0,0,0,1,0,1,745,0,36,115,6,1,5,2
1,1,16,24,18,14,410630,1,0,0,0,0,1,0,1,458,0,37,NA,6,1,2,2
1,1,18,25,16,10,369567,1,0,0,0,0,1,0,1,647,0,45,118,6,1,1,2
1,1,12,25,8,12,369567,1,0,0,0,0,1,0,1,745,0,37,106,1,1,7,2
1,1,16,25,17,12,369567,1,0,0,0,0,1,1,1,815,0,40,118,1,1,3,2
1,1,16,31,13,10,496635,1,0,0,0,0,1,0,1,865,0,46,126,1,1,9,2
1,1,12,28,7,8,367772,1,0,0,0,0,1,0,1,542,0,40,95,1,1,10,2
1,1,13,27,18,12,367772,1,0,0,0,0,1,0,1,365,0,35,107,1,1,8,2
1,1,10,24,18,12,357519,1,0,0,0,0,1,0,1,417,0,32,100,1,1,8,2
1,1,16,27,NA,12,735544,0,1,0,0,0,1,0,1,657,0,40,102,6,1,5,2
1,1,15,26,NA,12,735544,0,1,0,0,0,1,0,1,529,0,43,113,6,1,5,2
1,1,17,29,8,12,960890,1,0,0,0,0,1,0,1,851,0,46,96,1,1,6,2
1,1,12,25,12,9,715038,1,0,0,0,0,1,0,1,663,0,32,106,1,1,7,2
1,1,16,24,12,12,715038,1,0,0,0,0,1,0,1,529,1,33,NA,1,1,2,2
1,1,18,28,9,12,380166,1,0,0,0,0,1,0,1,889,0,47,111,1,0,4,2
1,1,17,28,NA,12,380166,1,0,0,0,0,1,1,1,865,1,43,113,1,1,5,2
1,1,18,26,18,12,380166,1,0,0,0,0,1,1,1,231,0,46,138,1,1,2,2
1,1,12,32,10,9,367470,1,0,0,0,0,0,1,1,802,0,NA,110,1,1,14,2
1,1,13,27,12,12,380166,1,0,0,0,0,1,0,1,533,1,50,105,1,1,8,9
1,1,15,25,12,14,102031,1,0,0,0,1,1,0,1,775,0,29,85,1,1,4,2
1,1,14,24,12,14,102031,1,0,0,0,1,1,0,1,476,1,26,NA,6,1,4,2
1,1,16,33,16,NA,367470,1,0,0,0,0,1,0,1,865,0,46,113,1,1,11,2
1,1,16,28,10,12,422407,1,0,0,0,0,0,0,0,1014,0,51,117,1,1,6,2
1,1,18,32,16,16,367470,1,0,0,0,0,1,0,1,641,0,56,126,1,1,8,2
1,1,16,24,10,10,369567,1,0,0,0,0,1,0,1,333,0,34,125,1,1,2,2
1,1,11,34,8,9,149854,1,0,0,0,1,1,0,1,556,0,18,NA,1,NA,17,2
1,1,18,26,8,12,380166,1,0,0,0,0,1,0,1,528,0,37,125,5,1,2,2
1,1,12,26,12,12,380166,1,0,0,0,0,1,0,1,635,1,32,NA,1,1,8,2
1,1,11,27,3,NA,123613,0,0,0,0,1,1,1,1,500,0,37,NA,1,0,10,2
1,1,16,34,NA,12,149854,1,0,0,0,1,1,0,1,1154,1,49,89,1,1,12,2
1,1,18,26,NA,NA,380166,1,0,0,0,0,1,0,1,855,0,40,NA,1,1,2,2
1,1,12,28,16,12,422407,1,0,0,0,0,0,0,1,479,0,38,NA,1,1,10,2
1,1,18,25,12,11,369567,1,0,0,0,0,1,1,1,817,0,31,125,1,1,1,2
1,1,18,29,18,12,496635,1,0,0,0,0,1,0,0,692,0,47,129,1,1,5,2
1,1,16,33,12,8,408301,1,0,0,0,0,0,0,1,989,0,47,118,1,1,11,2
1,1,16,31,NA,12,551817,1,0,0,0,0,1,1,1,447,1,34,114,1,1,9,2
1,1,18,34,16,12,408301,1,0,0,0,0,1,0,1,1002,0,40,121,1,1,10,2
1,1,18,34,12,12,408301,1,0,0,0,0,1,0,1,1241,0,51,115,5,1,10,2
1,1,14,32,NA,12,408301,0,0,1,0,0,0,0,1,921,0,44,120,1,1,12,2
1,1,12,28,7,8,92929,1,0,0,0,0,1,0,1,571,0,37,85,6,NA,10,2
1,1,12,31,6,11,121400,1,0,0,0,0,1,0,1,525,0,43,109,1,1,13,2
1,1,12,28,8,12,380166,1,0,0,0,0,1,0,1,1154,0,42,117,1,1,10,2
1,1,12,24,5,10,102031,1,0,0,0,1,1,0,1,480,0,31,NA,1,0,6,2
1,1,11,24,NA,10,369567,0,1,0,0,0,1,0,1,839,0,29,NA,1,1,7,2
1,1,14,33,10,10,408301,1,0,0,0,0,1,0,1,1402,0,42,NA,1,1,13,2
1,1,13,27,NA,NA,427892,1,0,0,0,1,1,0,1,400,0,21,NA,6,1,8,2
1,1,12,33,12,8,367470,1,0,0,0,0,1,0,1,710,0,43,NA,6,1,15,2
1,1,14,24,10,12,369567,1,0,0,0,0,1,0,1,635,0,29,104,1,1,4,2
1,1,13,26,11,12,380166,1,0,0,0,0,1,0,1,388,0,28,109,6,1,7,2
1,1,12,26,8,10,380166,1,0,0,0,0,1,0,1,688,0,28,105,1,1,8,2
1,1,12,34,NA,NA,367470,1,0,0,0,0,1,0,1,630,0,36,85,1,1,16,2
0,1,15,34,12,8,367470,1,0,0,0,0,1,0,1,1044,0,38,115,6,1,13,2
0,1,12,24,NA,12,369567,0,1,0,0,0,1,0,1,577,0,41,NA,1,1,6,2
0,1,12,25,NA,12,369567,0,1,0,0,0,1,0,1,500,0,38,89,6,1,7,2
1,1,12,34,NA,12,367470,0,1,0,0,0,0,0,0,781,0,50,85,1,0,16,3
1,1,13,26,12,11,380166,1,0,0,0,0,1,0,1,577,0,34,102,1,1,7,2
1,1,13,25,12,11,369567,1,0,0,0,0,1,0,1,525,1,39,109,5,1,6,2
1,1,17,28,12,12,380166,1,0,0,0,0,1,0,1,385,1,39,107,1,1,5,2
0,1,12,29,8,NA,496635,1,0,0,0,0,1,0,1,625,0,35,NA,1,NA,11,2
0,1,16,28,11,11,380166,1,0,0,0,0,1,0,1,625,1,32,103,1,1,6,2
0,1,13,26,10,12,380166,1,0,0,0,0,1,0,1,475,1,34,83,1,1,7,2
0,1,14,25,12,12,357519,1,0,0,0,0,1,0,1,659,1,32,112,1,1,5,2
0,1,16,24,12,12,357519,1,0,0,0,0,1,0,1,425,0,30,NA,6,1,2,2
0,1,14,25,10,11,410630,1,0,0,0,0,1,0,1,524,0,32,106,1,1,5,2
0,0,12,26,10,10,422310,1,0,0,0,0,1,0,1,625,0,30,101,1,0,8,2
0,0,16,31,9,12,551690,1,0,0,0,0,1,0,1,1010,0,47,105,1,1,9,2
0,0,12,26,9,12,422310,1,0,0,0,0,1,0,1,601,0,40,116,1,1,8,2
0,0,12,27,NA,11,422310,0,0,1,0,0,1,0,1,808,0,22,NA,1,0,9,2
0,0,12,28,7,7,422310,1,0,0,0,0,1,0,1,426,0,22,90,1,1,10,2
0,0,12,30,5,11,551690,1,0,0,0,0,1,0,1,1060,0,28,91,1,1,12,2
0,0,12,26,5,11,422310,1,0,0,0,0,1,0,1,414,0,41,128,1,1,8,2
0,0,12,30,NA,7,551690,0,1,0,0,0,1,0,1,492,0,34,110,1,1,12,2
0,0,12,27,NA,7,422310,0,1,0,0,0,1,0,1,325,0,28,93,1,1,9,2
0,0,12,28,12,7,422310,1,0,0,0,0,1,0,1,275,0,33,75,4,1,10,2
0,0,12,25,8,12,410536,1,0,0,0,0,1,0,1,291,0,17,94,6,1,7,2
0,0,18,31,16,NA,551690,0,0,0,0,0,1,1,1,731,0,39,NA,1,1,7,2
0,0,14,26,12,12,327808,1,0,0,0,0,1,1,1,488,0,38,112,1,1,6,2
0,0,14,24,12,12,318670,1,0,0,0,0,1,0,1,337,0,32,121,6,1,4,2
0,0,12,27,12,12,422310,1,0,0,0,0,1,0,1,725,0,33,100,1,1,9,2
0,0,13,25,12,12,318670,1,0,0,0,0,0,0,1,440,0,27,109,1,1,6,2
0,0,16,27,8,8,327808,1,0,0,0,0,0,0,1,641,0,38,122,1,0,5,2
0,0,12,28,8,11,422310,1,0,0,0,0,1,0,1,375,0,26,102,6,0,10,2
0,0,12,25,NA,NA,456151,0,0,0,0,0,1,0,1,481,0,34,131,1,1,7,2
0,0,14,29,10,8,551690,1,0,0,0,0,1,0,1,925,0,38,122,1,0,9,2
0,0,12,26,12,12,422310,1,0,0,0,0,1,0,1,514,0,NA,NA,4,1,8,2
0,0,12,33,10,10,453563,1,0,0,0,0,1,0,1,1065,0,38,105,1,0,15,2
0,0,12,28,NA,10,327808,1,0,0,0,0,1,0,1,638,0,36,103,1,1,10,2
0,0,12,32,9,9,316862,0,1,0,0,0,1,0,1,739,0,37,113,1,1,14,2
0,0,12,26,12,8,327808,0,0,1,0,0,1,0,1,493,0,34,104,1,0,8,2
0,0,10,24,12,9,318670,0,0,1,0,0,1,1,1,650,0,26,NA,1,0,8,2
0,0,7,31,5,8,428238,1,0,0,0,0,1,0,1,308,0,33,NA,4,0,18,2
0,0,16,30,11,9,551690,1,0,0,0,0,1,0,0,629,0,43,124,1,1,8,2
0,0,13,28,8,12,422310,1,0,0,0,0,0,0,0,409,0,31,110,1,1,9,2
0,0,18,33,NA,NA,408207,1,0,0,0,0,1,0,0,600,0,39,112,6,1,9,2
0,0,12,28,11,12,422310,1,0,0,0,0,0,0,1,745,0,34,104,1,1,10,2
0,0,17,31,NA,NA,551690,1,0,0,0,0,1,0,0,625,1,37,96,1,1,8,2
0,0,12,29,12,12,475820,1,0,0,0,0,0,0,1,549,0,37,95,1,1,11,1
0,0,15,24,12,12,354077,1,0,0,0,0,0,0,0,326,1,32,95,6,1,3,2
0,0,9,26,7,NA,327808,0,0,0,0,0,0,0,0,258,0,20,NA,1,1,11,2
0,1,12,26,12,12,380166,1,0,0,0,0,1,0,0,875,0,40,103,1,1,8,2
0,1,12,25,12,12,369567,1,0,0,0,0,0,0,0,639,0,48,116,1,1,7,2
0,1,11,33,7,7,316862,1,0,0,0,0,0,0,0,667,0,37,NA,1,1,16,2
0,1,14,29,12,12,428238,1,0,0,0,0,1,1,0,504,0,45,95,1,1,9,2
0,1,17,25,12,12,318670,1,0,0,0,0,1,1,0,313,1,38,101,6,1,2,2
0,1,18,27,NA,12,422310,1,0,0,0,0,1,1,0,1010,0,44,NA,1,1,3,2
0,1,10,33,8,9,408207,1,0,0,0,0,0,0,0,1000,0,34,NA,1,1,17,2
0,1,16,28,NA,18,422310,0,1,0,0,0,0,0,0,721,0,39,120,1,1,6,2
0,1,12,27,8,8,422310,1,0,0,0,0,0,0,0,785,0,39,102,1,0,9,2
0,1,12,34,8,12,77455,1,0,0,0,0,0,0,0,546,0,39,105,1,1,16,2
0,1,12,25,8,8,77897,1,0,0,0,0,0,0,0,828,0,28,103,4,1,7,2
0,1,12,25,10,10,77897,1,0,0,0,0,0,0,0,159,0,30,94,1,1,7,2
0,1,10,27,10,6,94700,1,0,0,0,0,0,0,0,700,0,22,NA,1,0,11,2
0,1,13,28,10,12,327808,1,0,0,0,0,0,0,0,721,0,36,102,1,0,9,2
0,1,12,24,10,12,318670,1,0,0,0,0,0,0,0,304,0,14,NA,1,1,6,2
0,1,16,25,12,16,318670,1,0,0,0,0,1,0,0,553,0,31,112,6,1,3,2
0,1,14,26,7,6,327808,1,0,0,0,0,1,1,0,542,0,35,101,1,1,6,2
0,1,16,24,12,12,318670,1,0,0,0,0,0,0,0,509,0,30,121,1,1,2,2
0,1,16,24,12,12,312925,1,0,0,0,0,0,0,0,385,0,40,105,1,1,2,2
1,0,12,32,10,8,367470,1,0,0,0,0,1,0,1,1442,0,42,96,1,1,14,2
1,0,16,32,14,14,408301,0,0,1,0,0,1,0,1,879,0,45,128,1,1,10,2
1,0,13,24,16,14,369567,1,0,0,0,0,1,0,1,1000,0,37,NA,6,1,5,2
1,0,12,28,12,9,380166,1,0,0,0,0,0,0,0,863,0,26,110,1,0,10,2
1,0,12,27,11,12,367772,1,0,0,0,0,0,0,0,740,0,32,92,1,1,9,2
1,0,12,34,NA,NA,355491,1,0,0,0,0,0,0,0,889,0,39,87,1,1,16,2
1,0,15,29,9,10,480445,1,0,0,0,0,1,0,1,458,1,34,126,1,1,8,2
0,1,12,34,NA,9,367470,1,0,0,0,0,1,0,1,450,0,34,98,1,1,16,1
0,1,12,34,NA,NA,408301,1,0,0,0,0,1,0,1,700,0,39,103,1,1,16,1
0,1,14,33,8,12,367470,1,0,0,0,0,1,0,1,744,0,49,122,1,1,13,1
0,1,16,32,12,11,408207,1,0,0,0,0,1,0,0,889,0,43,109,1,1,10,2
0,1,18,32,12,12,408207,1,0,0,0,0,1,0,0,692,0,37,125,1,1,8,2
0,1,18,33,12,12,316862,1,0,0,0,0,0,0,0,604,0,38,119,1,0,9,2
0,1,18,30,NA,14,551690,0,1,0,0,0,1,0,1,625,0,42,97,1,1,6,2
0,1,14,33,8,12,408207,1,0,0,0,0,1,0,1,746,0,36,103,1,1,13,2
0,1,18,33,8,16,408207,1,0,0,0,0,1,0,1,726,0,42,95,1,1,9,2
0,1,12,30,8,10,612989,1,0,0,0,0,1,0,1,560,0,40,99,1,1,12,2
0,1,12,26,12,10,422310,1,0,0,0,0,0,0,0,424,0,31,106,1,1,8,2
0,1,12,26,NA,12,422310,0,1,0,0,0,0,0,0,400,0,33,117,1,1,8,2
0,1,14,26,12,12,422310,1,0,0,0,0,1,0,0,250,0,40,112,5,1,6,2
0,1,13,26,8,12,422310,1,0,0,0,0,1,0,1,646,0,30,136,1,1,7,2
0,1,12,24,12,12,318670,1,0,0,0,0,1,0,1,598,0,35,NA,1,1,6,2
0,1,12,27,8,8,327808,1,0,0,0,0,1,0,1,1000,0,33,110,5,1,9,2
1,1,12,28,12,13,422310,1,0,0,0,0,0,0,0,528,0,26,111,1,1,10,2
1,1,12,26,12,13,422310,1,0,0,0,0,0,0,0,481,0,32,115,4,1,8,2
1,1,12,33,6,12,408207,1,0,0,0,0,0,0,0,850,0,47,90,1,1,15,2
1,1,14,30,NA,NA,428238,1,0,0,0,0,0,0,1,506,0,45,98,1,1,10,2
1,1,12,29,8,8,428238,1,0,0,0,0,1,0,1,512,0,41,106,1,0,11,2
